Elementos,OBSERVACIONES,Estado,Uso,Ubicación,Destino,Observaciones,Movimiento,Fecha,Ubicación original,Destino original,Clasificación RUBA,Carga Ruba,ESTADO,NUEVA UBICACIÓN,DESTINO,OPERADOR,Fecha actualización Inventario,Operador carga
Guante incendio Rosenbauer modelo SAVE GRIP 3 Talle 11, ,Nuevo,No,Destacamento,Almacén,,Alta,1/28/2021,Comercio,,,,,,,Bravo 1,2/3/2021,Bravo 9
Guante incendio Rosenbauer modelo SAVE GRIP 3 Talle 11, ,Nuevo,No,Destacamento,Almacén,,Alta,1/28/2021,Comercio,,,,,,,Bravo 1,2/3/2021,Bravo 9
Guante incendio Rosenbauer modelo SAVE GRIP 3 Talle 11, ,Nuevo,No,Destacamento,Almacén,,Alta,1/28/2021,Comercio,,,,,,,Bravo 1,2/3/2021,Bravo 9
Guante incendio Rosenbauer modelo SAVE GRIP 3 Talle 11, ,Nuevo,No,Destacamento,Almacén,,Alta,1/28/2021,Comercio,,,,,,,Bravo 1,2/3/2021,Bravo 9
Guante incendio Rosenbauer modelo SAVE GRIP 3 Talle 11, ,Nuevo,No,Destacamento,Almacén,,Alta,1/28/2021,Comercio,,,,,,,Bravo 1,2/3/2021,Bravo 9
Guante incendio Rosenbauer modelo SAVE GRIP 3 Talle 11, ,Nuevo,No,Destacamento,Almacén,,Alta,1/28/2021,Comercio,,,,,,,Bravo 1,2/3/2021,Bravo 9
Guante incendio Rosenbauer modelo SAVE GRIP 3 Talle 11, ,Nuevo,No,Destacamento,Almacén,,Alta,1/28/2021,Comercio,,,,,,,Bravo 1,2/3/2021,Bravo 9
Guante incendio Rosenbauer modelo SAVE GRIP 3 Talle 11, ,Nuevo,No,Destacamento,Almacén,,Alta,1/28/2021,Comercio,,,,,,,Bravo 1,2/3/2021,Bravo 9
Guante incendio Rosenbauer modelo SAVE GRIP 3 Talle 11, ,Nuevo,No,Destacamento,Almacén,,Alta,1/28/2021,Comercio,,,,,,,Bravo 1,2/3/2021,Bravo 9
Guante incendio Rosenbauer modelo SAVE GRIP 3 Talle 11, ,Nuevo,No,Destacamento,Almacén,,Alta,1/28/2021,Comercio,,,,,,,Bravo 1,2/3/2021,Bravo 9
Guante incendio Rosenbauer modelo SAVE GRIP 3 Talle 11, ,Nuevo,No,Destacamento,Almacén,,Alta,1/28/2021,Comercio,,,,,,,Bravo 1,2/3/2021,Bravo 9
Guante incendio Rosenbauer modelo SAVE GRIP 3 Talle 11, ,Nuevo,No,Destacamento,Almacén,,Alta,1/28/2021,Comercio,,,,,,,Bravo 1,2/3/2021,Bravo 9
Guante incendio Rosenbauer modelo SAVE GRIP 3 Talle 9,Bravo 95,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,Modificación,4/14/2024,Destacamento,Almacén,,,,,,Bravo 4,8/24/2024,Bravo 9
Guante incendio Rosenbauer modelo SAVE GRIP 3 Talle 9, ,Nuevo,No,Destacamento,Almacén,,Alta,1/28/2021,Comercio,,,,,,,Bravo 1,2/3/2021,Bravo 9
Guante incendio Rosenbauer modelo SAVE GRIP 3 Talle 9, ,Nuevo,No,Destacamento,Almacén,,Alta,1/28/2021,Comercio,,,,,,,Bravo 1,2/3/2021,Bravo 9
Guante incendio Rosenbauer modelo SAVE GRIP 3 Talle 9, ,Nuevo,No,Destacamento,Almacén,,Alta,1/28/2021,Comercio,,,,,,,Bravo 1,2/3/2021,Bravo 9
Guante incendio Rosenbauer modelo SAVE GRIP 3 Talle 9, ,Nuevo,No,Destacamento,Almacén,,Alta,1/28/2021,Comercio,,,,,,,Bravo 1,2/3/2021,Bravo 9
Guante incendio Rosenbauer modelo SAVE GRIP 3 Talle 9, ,Nuevo,No,Destacamento,Almacén,,Alta,1/28/2021,Comercio,,,,,,,Bravo 1,2/3/2021,Bravo 9
Guante incendio Rosenbauer modelo SAVE GRIP 3 Talle 9, ,Nuevo,No,Destacamento,Almacén,,Alta,1/28/2021,Comercio,,,,,,,Bravo 1,2/3/2021,Bravo 9
Guante incendio Rosenbauer modelo SAVE GRIP 3 Talle 9, ,Nuevo,No,Destacamento,Almacén,,Alta,1/28/2021,Comercio,,,,,,,Bravo 1,2/3/2021,Bravo 9
Guante incendio Rosenbauer modelo SAVE GRIP 3 Talle 9, ,Nuevo,No,Destacamento,Almacén,,Alta,1/28/2021,Comercio,,,,,,,Bravo 1,2/3/2021,Bravo 9
Guante incendio Rosenbauer modelo SAVE GRIP 3 Talle 9, ,Nuevo,No,Destacamento,Almacén,,Alta,1/28/2021,Comercio,,,,,,,Bravo 1,2/3/2021,Bravo 9
Guante incendio Rosenbauer modelo SAVE GRIP 3 Talle 9, ,Nuevo,No,Destacamento,Almacén,,Alta,1/28/2021,Comercio,,,,,,,Bravo 1,2/3/2021,Bravo 9
Guante incendio Rosenbauer modelo SAVE GRIP 3 Talle 9, ,Nuevo,No,Destacamento,Almacén,,Alta,1/28/2021,Comercio,,,,,,,Bravo 1,2/3/2021,Bravo 9
Guante incendio Rosenbauer modelo SAVE GRIP 3 Talle 9, ,Nuevo,No,Destacamento,Almacén,,Alta,1/28/2021,Comercio,,,,,,,Bravo 1,2/3/2021,Bravo 9
Guante incendio Rosenbauer modelo SAVE GRIP 3 Talle 9, ,Nuevo,No,Destacamento,Almacén,,Alta,1/28/2021,Comercio,,,,,,,Bravo 1,2/3/2021,Bravo 9
Guante incendio Rosenbauer modelo SAVE GRIP 3 Talle 9, ,Nuevo,No,Destacamento,Almacén,,Alta,1/28/2021,Comercio,,,,,,,Bravo 1,2/3/2021,Bravo 9
Guante incendio Rosenbauer modelo SAVE GRIP 3 Talle 9, ,Nuevo,No,Destacamento,Almacén,,Alta,1/28/2021,Comercio,,,,,,,Bravo 1,2/3/2021,Bravo 9
Guante incendio Rosenbauer modelo SAVE GRIP 3 Talle 9, ,Nuevo,No,Destacamento,Almacén,,Alta,1/28/2021,Comercio,,,,,,,Bravo 1,2/3/2021,Bravo 9
Guante incendio Rosenbauer modelo SAVE GRIP 3 Talle 9, ,Nuevo,No,Destacamento,Almacén,,Alta,1/28/2021,Comercio,,,,,,,Bravo 1,2/3/2021,Bravo 9
Guante incendio Rosenbauer modelo SAVE GRIP 3 Talle 9, ,Nuevo,No,Destacamento,Almacén,,Alta,1/28/2021,Comercio,,,,,,,Bravo 1,2/3/2021,Bravo 9
Guante incendio Rosenbauer modelo SAVE GRIP 3 Talle 9, ,Nuevo,No,Destacamento,Almacén,,Alta,1/28/2021,Comercio,,,,,,,Bravo 1,2/3/2021,Bravo 9
Guante Petzl modelo Cordex Plus Talle L, ,Roto,No,Baja,Baja, ,Baja,2/28/2019,Unidad 9,,,,,,,Bravo 4,3/18/2019,Bravo 9
Guante Petzl modelo Cordex Plus Talle L,Grupo de cuerdas,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,2/18/2018,Compra,,,,,,,Bravo 4,3/11/2018,Bravo 9
Guante Petzl modelo Cordex Plus Talle M, ,Roto,No,Baja,Baja, ,Baja,2/28/2019,Unidad 9,,,,,,,Bravo 4,3/18/2019,Bravo 9
Guante Petzl modelo Cordex Plus Talle M, ,Usado,No,Destacamento,Almacén,Eq. Rescate Altura,,,Cuartel Central,Unidad 9,, ,,,,Bravo 4,3/19/2021,Bravo 9
Guante Petzl modelo Cordex Plus Talle M, ,Usado,No,Destacamento,Almacén,Eq. Rescate Altura,,,Cuartel Central,Unidad 9,, ,,,,Bravo 4,3/19/2021,Bravo 9
Guante Petzl modelo Cordex Plus Talle M,Grupo de cuerdas,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,2/18/2018,Compra,,,,,,,Bravo 4,3/11/2018,Bravo 9
Guante Petzl modelo Cordex Plus Talle XL,Grupo de cuerdas,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,2/18/2018,Compra,,,,,,,Bravo 4,3/11/2018,Bravo 9
Guante Petzl modelo Cordex Plus Talle XL,Grupo de cuerdas,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,2/18/2018,Compra,,,,,,,Bravo 4,3/11/2018,Bravo 9
Guante Petzl modelo Cordex Talle L, ,Bueno,No,Destacamento,Almacén,Eq. Rescate Altura,Modificación,2/25/2018,Cuartel Central,Unidad 9,, ,,,,Bravo 4,3/11/2018,Bravo 9
Guante Petzl modelo Cordex Talle L, ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,5/20/2017,,No aplica,, ,Nuevo,Cuartel Central,Unidad 9,Bravo 2,5/28/2017,Bravo 9
Guante Petzl modelo Cordex Talle L, ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,5/20/2017,,No aplica,, ,Nuevo,Cuartel Central,Unidad 9,Bravo 2,5/28/2017,Bravo 9
Guante Petzl modelo Cordex Talle L, ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,5/20/2017,,No aplica,, ,Nuevo,Cuartel Central,Unidad 9,Bravo 2,5/28/2017,Bravo 9
Guante Petzl modelo Cordex Talle L, ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,5/20/2017,,No aplica,, ,Nuevo,Cuartel Central,Unidad 9,Bravo 2,5/28/2017,Bravo 9
Guante Petzl modelo Cordex Talle L, ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,5/20/2017,,No aplica,, ,Nuevo,Cuartel Central,Unidad 9,Bravo 2,5/28/2017,Bravo 9
Guante Petzl modelo Cordex Talle L, ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,5/20/2017,,No aplica,, ,Nuevo,Cuartel Central,Unidad 9,Bravo 2,5/28/2017,Bravo 9
Guante Petzl modelo Cordex Talle L, ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,5/20/2017,,No aplica,, ,Nuevo,Cuartel Central,Unidad 9,Bravo 2,5/28/2017,Bravo 9
Guante Petzl modelo Cordex Talle L, ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,5/20/2017,,No aplica,, ,Nuevo,Cuartel Central,Unidad 9,Bravo 2,5/28/2017,Bravo 9
Guante Petzl modelo Cordex Talle L, ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,5/20/2017,,No aplica,, ,Nuevo,Cuartel Central,Unidad 9,Bravo 2,5/28/2017,Bravo 9
Guantes de incendio, ,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio, ,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio, ,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio, ,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio, ,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio, ,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio, ,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio, ,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio, ,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio, ,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio, ,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio, ,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio, ,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio, ,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio,Bravo 1,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio,Bravo 100,Roto,No,Baja,Baja, ,Modificación,12/18/2022,Destacamento,Almacén,,,,,,Bravo 4,1/30/2023,Bravo 9
Guantes de incendio,Bravo 106,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,Modificación,7/25/2021,Destacamento,Almacén,, ,,,,,,
Guantes de incendio,Bravo 17,Roto,No,Baja,Baja, ,Modificación,6/9/2019,Personal BVU,Equipamiento,, ,,,,Bravo 4,10/6/2019,Bravo 9
Guantes de incendio,Bravo 20,Roto,No,Baja,Baja, ,Modificación,8/29/2017,Personal BVU,Equipamiento,, ,,,,Bravo 4,9/27/2017,Bravo 9
Guantes de incendio,Bravo 3,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio,Bravo 36,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio,Bravo 64,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio,Bravo 70,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio,Bravo 73,Roto,No,Baja,Baja, ,Modificación,1/1/2018,Personal BVU,Equipamiento,, ,,,,Bravo 4,1/13/2018,Bravo 9
Guantes de incendio,Bravo 8,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio,Bravo 94,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio,Bravo 97,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio,Natalia Cañete,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,Modificación,11/19/2023,Destacamento,Almacén,, ,,,,Bravo 4,1/26/2023,Bravo 9
Guantes de incendio,Uso de la Escuela,Roto,No,Baja,Baja, ,Modificación,10/6/2019,Destacamento,Almacén,, ,,,,Bravo 4,10/6/2019,Bravo 9
Guantes de incendio,Uso de la Escuela,Roto,No,Baja,Baja, ,Modificación,10/6/2019,Destacamento,Almacén,, ,,,,Bravo 4,10/6/2019,Bravo 9
Guantes de incendio,Uso de la Escuela,Roto,No,Baja,Baja, ,Modificación,10/6/2019,Destacamento,Almacén,, ,,,,Bravo 4,10/6/2019,Bravo 9
Guantes de incendio,Uso de la Escuela,Roto,No,Baja,Baja, ,Modificación,10/6/2019,Destacamento,Almacén,, ,,,,Bravo 4,10/6/2019,Bravo 9
Guantes de incendio,Uso de la Escuela,Roto,No,Baja,Baja, ,Modificación,10/6/2019,Destacamento,Almacén,, ,,,,Bravo 4,10/6/2019,Bravo 9
Guantes de incendio,Uso de la Escuela,Roto,No,Baja,Baja, ,Modificación,10/6/2019,Destacamento,Almacén,, ,,,,Bravo 4,10/6/2019,Bravo 9
Guantes de incendio,Uso de la Escuela,Roto,No,Baja,Baja, ,Modificación,10/6/2019,Destacamento,Almacén,, ,,,,Bravo 4,10/6/2019,Bravo 9
Guantes de incendio,Uso de la Escuela,Roto,No,Baja,Baja, ,Modificación,10/6/2019,Destacamento,Almacén,, ,,,,Bravo 4,10/6/2019,Bravo 9
Guantes de incendio,Uso de la Escuela,Roto,No,Baja,Baja, ,Modificación,10/6/2019,Destacamento,Almacén,, ,,,,Bravo 4,10/6/2019,Bravo 9
Guantes de incendio,Uso de la Escuela,Roto,No,Baja,Baja, ,Modificación,10/6/2019,Destacamento,Almacén,, ,,,,Bravo 4,10/6/2019,Bravo 9
Guantes de incendio,Uso de la Escuela,Roto,No,Baja,Baja, ,Modificación,10/6/2019,Destacamento,Almacén,, ,,,,Bravo 4,10/6/2019,Bravo 9
Guantes de incendio,Uso de la Escuela,Roto,No,Baja,Baja, ,Modificación,10/6/2019,Destacamento,Almacén,, ,,,,Bravo 4,10/6/2019,Bravo 9
Guantes de incendio Rosembauer,Bravo 42,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio Rosembauer Talle ,Bravo 15,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio Rosembauer Talle 10,Bravo 44,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio Rosembauer Talle 10,Bravo 44,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,,,,,,,,
Guantes de incendio Rosembaur Talle 10,Bravo 67,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,,,,,,,,
Guantes de incendio Talle L,Bravo 100,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,Modificación,12/18/2022,Destacamento,Almacén,, ,,,,Bravo 4,1/30/2023,Bravo 9
Guantes de incendio Talle L,Bravo 112,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio Talle L,Bravo 13,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio Talle L,Bravo 18,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio Talle L,Bravo 22,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio Talle L,Bravo 24,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio Talle L,Bravo 32,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio Talle L,Bravo 33,Roto,No,Baja,Baja, ,Modificación,8/11/2024,Personal BVU,Equipamiento,, ,,,,Bravo 4,8/24/2024,Bravo 9
Guantes de incendio Talle L,Bravo 39,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio Talle L,Bravo 4,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,Modificación,5/9/2021,,,, ,,,,,,
Guantes de incendio Talle L,Bravo 43,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio Talle L,Bravo 46,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,,,,,,,,
Guantes de incendio Talle L,Bravo 48,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio Talle L,Bravo 5,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,,,,,,,,
Guantes de incendio Talle L,Bravo 84,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio Talle L,Bravo 88,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio Talle L,Bravo 89,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio Talle L,Natalia Cañete,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,Modificación,11/19/2023,Destacamento,Almacén,, ,,,,Bravo 4,1/26/2023,Bravo 9
Guantes de incendio Talle M, ,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio Talle M, ,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio Talle M,Bravo 101,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,Modificación,8/12/2018,Destacamento,Almacén,, ,,,,,,
Guantes de incendio Talle M,Bravo 105,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,Modificación,,,,, ,,,,,,
Guantes de incendio Talle M,Bravo 114,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,Modificación,9/26/2021,Destacamento,Almacén,, ,,,,,,
Guantes de incendio Talle M,Bravo 115,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,,,,,,,,
Guantes de incendio Talle M,Bravo 116,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,,,,,,,,
Guantes de incendio Talle M,Bravo 118,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,Modificación,9/26/2021,Destacamento,Almacén,, ,,,,,,
Guantes de incendio Talle M,Bravo 17,Roto,No,baja,Baja, ,Modificación,12/18/2022,Personal BVU,Equipamiento,, ,,,,Bravo 4,1/30/2023,Bravo 9
Guantes de incendio Talle M,Bravo 20,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,Modificación,8/29/2017,Destacamento,Almacén,, ,,,,,,
Guantes de incendio Talle M,Bravo 21,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio Talle M,Bravo 31,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,Destacamento,Almacén,, ,,,,Bravo 4,8/24/2024,
Guantes de incendio Talle M,Bravo 45,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio Talle M,Bravo 7,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio Talle M,Bravo 83,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio Talle M,Bravo 9,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio Talle M,Bravo 92,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio Talle M,Bravo 94,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,Modificación,5/16/2021,,,, ,,,,,,
Guantes de incendio Talle M,Bravo 95,Roto,No,Baja,Baja, ,Modificación,4/14/2024,Personal BVU,Equipamiento,, ,,,,Bravo 4,8/24/2024,Bravo 9
Guantes de incendio Talle N,Bravo 25,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio Talle S, ,Usado,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio Talle S,Bravo 82,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de incendio Talle XL,Bravo 27,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,,,,,,,,
Guantes de incendio Talle XL,Bravo 78,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,Modificación,5/16/2021,,,, ,,,,,,
Guantes de incendio Talle XL,Bravo 87,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes de nitrilo, ,Bueno,Sí,Cuartel Central,Unidad 3, ,,,,,, ,,,,,,
Guantes de nitrilo, ,Bueno,Sí,Cuartel Central,Unidad 9, ,,,,,, ,,,,,,
Guantes Holmatro, ,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro, ,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro, ,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro, ,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro, ,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro, ,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro, ,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro, ,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro, ,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro, ,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro, ,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro, ,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro,Bravo 67,Roto,No,baja,Baja, ,Modificación,4/14/2024,Personal BVU,Equipamiento,, ,,,,Bravo 4,8/24/2024,Bravo 9
Guantes Holmatro,Bravo 1,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro,Bravo 100,Roto,No,baja,Baja, ,Modificación,12/22/2018,Personal BVU,Equipamiento,, ,,,,Bravo 4,12/31/2018,Bravo 9
Guantes Holmatro,Bravo 31,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,Modificación,8/11/2024,Destacamento,Almacén,, ,,,,Bravo 4,8/24/2024,Bravo 9
Guantes Holmatro,Bravo 2,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro,Bravo 20,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro,Bravo 3,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro,Bravo 36,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro,Bravo 39,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro,Bravo 44,Roto,No,baja,Baja, ,Modificación,5/9/2021,Personal BVU,Equipamiento,, ,,,,Bravo 4,6/6/2021,Bravo 9
Guantes Holmatro,Bravo 63,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,Modificación,2/4/2018,Personal BVU,Equipamiento,, ,,,,,,
Guantes Holmatro,Bravo 64,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro,Bravo 70,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro,Bravo 83,Roto,No,baja,Baja, ,Modificación,9/8/2019,Personal BVU,Equipamiento,, ,,,,Bravo 4,10/6/2019,Bravo 9
Guantes Holmatro,Bravo 87,Roto,No,baja,Baja, ,Modificación,5/9/2021,Personal BVU,Equipamiento,, ,,,,Bravo 4,6/6/2021,Bravo 9
Guantes Holmatro Talle 4,Bravo 88,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro Talle 7,Bravo 67,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,,,,,,,,
Guantes Holmatro Talle L, ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,Bravo 4,3/19/2021,Bravo 9
Guantes Holmatro Talle L, ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,Bravo 4,10/3/2021,Bravo 9
Guantes Holmatro Talle L, ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,Bravo 7,7/15/2017,Bravo 9
Guantes Holmatro Talle L, ,Usado,No,Destacamento,Almacén, ,,,,,, ,,,,Bravo 4,3/18/2019,Bravo 9
Guantes Holmatro Talle L,Bravo 100,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,,,,,,,,
Guantes Holmatro Talle L,Bravo 105,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,Modificación,,,,, ,,,,,,
Guantes Holmatro Talle L,Bravo 106,Usado,Sí,Personal BVU,Equipamiento,Uso Personal,Modificación,5/12/2022,Pesonal BVU,Equipamiento,,,,,,Bravo 4,6/13/2022,Bravo 9
Guantes Holmatro Talle L,Bravo 111,Bueno,No,Destacamento,Almacén, ,Modificación,5/12/2022,Pesonal BVU,Equipamiento,,,,,,Bravo 4,6/13/2022,Bravo 9
Guantes Holmatro Talle L,Bravo 112,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
